
name	LIONET-BAN
frame	data/chars/LIONET-BAN/SELECT2.png
frame	data/chars/LIONET-BAN/SELECT.png
frame	data/chars/LIONET-BAN/SELECT2.png
frame	data/chars/LIONET-BAN/SELECT.png
frame	data/chars/LIONET-BAN/SELECT2.png
frame	data/chars/LIONET-BAN/SELECT.png
frame	data/chars/LIONET-BAN/SELECT2.png
frame	data/chars/LIONET-BAN/SELECT.png
frame	data/chars/LIONET-BAN/SELECT2.png
frame	data/chars/LIONET-BAN/SELECT.png
frame	data/chars/LIONET-BAN/SELECT2.png
frame	data/chars/LIONET-BAN/SELECT.png
frame	data/chars/LIONET-BAN/SELECT2.png
frame	data/chars/LIONET-BAN/SELECT.png
frame	data/chars/LIONET-BAN/SELECT2.png
frame	data/chars/LIONET-BAN/SELECT.png
frame	data/chars/LIONET-BAN/SELECT2.png
frame	data/chars/LIONET-BAN/SELECT.png
frame	data/chars/LIONET-BAN/SELECT2.png
frame	data/chars/LIONET-BAN/SELECT.png
frame	data/chars/LIONET-BAN/SELECT2.png
frame	data/chars/LIONET-BAN/SELECT.png
frame	data/chars/LIONET-BAN/SELECT2.png
frame	data/chars/LIONET-BAN/SELECT.png
frame	data/chars/LIONET-BAN/SELECT2.png
frame	data/chars/LIONET-BAN/SELECT.png







anim	block
	loop	0
	delay	2
	offset	212 173

dropv 4 1 0

	bbox.position.x 169
	bbox.position.y 53
	bbox.size.x 92
	bbox.size.y 134
	attack.damage.force 0
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.velocity.x 1.0
	attack.reaction.fall.velocity.y 4.0
	attack.reaction.fall.velocity.z 0.0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/28.png
frame	data/chars/LIONET-BAN/28.png





anim idle
	loop	0
	delay	10
	offset	212 173

dropv 4 1 0
	attack.damage.force 0
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.velocity.x 1.0
	attack.reaction.fall.velocity.y 4.0
	attack.reaction.fall.velocity.z 0.0
	attack.size.x 0
	attack.size.y 0
	bbox.position.x 166
	bbox.position.y 61
	bbox.size.x 94
	bbox.size.y 126
frame	data/chars/LIONET-BAN/01.png
frame	data/chars/LIONET-BAN/01.png
frame	data/chars/LIONET-BAN/01.png
frame	data/chars/LIONET-BAN/01.png
        
    

anim walk

        loop	1
	delay	7
	offset	212 173
 
	dropv 4 1 0

	bbox.position.x 163
	bbox.position.y 54
	bbox.size.x 94
	bbox.size.y 132
	attack.damage.force 0
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.velocity.x 1.0
	attack.reaction.fall.velocity.y 4.0
	attack.reaction.fall.velocity.z 0.0
	attack.size.x 0
	attack.size.y 0
  frame	data/chars/LIONET-BAN/22.png
 frame	data/chars/LIONET-BAN/23.png
  frame	data/chars/LIONET-BAN/24.png
  frame	data/chars/LIONET-BAN/25.png
 frame	data/chars/LIONET-BAN/26.png
  frame	data/chars/LIONET-BAN/27.png

   

anim RUN

        loop	1
	delay	5
	offset	212 173
 dropv 4 1 0
	attack.damage.force 0
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.velocity.x 1.0
	attack.reaction.fall.velocity.y 4.0
	attack.reaction.fall.velocity.z 0.0
	attack.size.x 0
	attack.size.y 0
	bbox.position.x 156
	bbox.position.y 55
	bbox.size.x 109
	bbox.size.y 129
  frame	data/chars/LIONET-BAN/22.png
 frame	data/chars/LIONET-BAN/23.png
  frame	data/chars/LIONET-BAN/24.png
  frame	data/chars/LIONET-BAN/25.png
 frame	data/chars/LIONET-BAN/26.png
  frame	data/chars/LIONET-BAN/27.png



anim  RUNJUMP
     loop	0
	delay	10
	offset	212 173
dropv 4 1 0
	bbox.position.x 187
	bbox.position.y 51
	bbox.size.x 81
	bbox.size.y 105
	attack.damage.force 0
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.velocity.x 1.0
	attack.reaction.fall.velocity.y 4.0
	attack.reaction.fall.velocity.z 0.0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/37.png
frame	data/chars/LIONET-BAN/37.png
frame	data/chars/LIONET-BAN/37.png
frame	data/chars/LIONET-BAN/37.png
frame	data/chars/LIONET-BAN/37.png
frame	data/chars/LIONET-BAN/38.png
frame	data/chars/LIONET-BAN/38.png
frame	data/chars/LIONET-BAN/38.png
frame	data/chars/LIONET-BAN/38.png
frame	data/chars/LIONET-BAN/38.png

     


anim	get

loop	0
	delay	5
	offset	212 173

dropv 4 1 0
	bbox.position.x 160
	bbox.position.y 90
	bbox.size.x 97
	bbox.size.y 95
	attack.damage.force 0
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.velocity.x 1.0
	attack.reaction.fall.velocity.y 4.0
	attack.reaction.fall.velocity.z 0.0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/16.png
frame	data/chars/LIONET-BAN/16.png
frame	data/chars/LIONET-BAN/16.png
frame	data/chars/LIONET-BAN/16.png



anim attack1
     

loop	0
	delay	5
	offset	212 173

	dropv 4 1 0
	
	bbox.position.x 161
	bbox.position.y 62
	bbox.size.x 101
	bbox.size.y 123
	attack.damage.force 0
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.velocity.x 1.0
	attack.reaction.fall.velocity.y 4.0
	attack.reaction.fall.velocity.z 0.0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/39.png
	attack.damage.force 10
	attack.position.x 243
	attack.position.y 90
	attack.size.x 60
	attack.size.y 94
frame	data/chars/LIONET-BAN/40.png


	



anim attack2




loop	0
	delay	5
	offset	212 173
dropv 4 1 0

	bbox.position.x 164
	bbox.position.y 59
	bbox.size.x 104
	bbox.size.y 129
	attack.damage.force 0
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.velocity.x 1.0
	attack.reaction.fall.velocity.y 4.0
	attack.reaction.fall.velocity.z 0.0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/41.png
	attack.damage.force 10
	attack.position.x 242
	attack.position.y 57
	attack.size.x 49
	attack.size.y 132
frame	data/chars/LIONET-BAN/42.png

 
     

       
      
	

anim attack3

loop	0
	delay	7
	offset	212 173
dropv 4 1 0

	bbox.position.x 158
	bbox.position.y 53
	bbox.size.x 104
	bbox.size.y 133
	attack.damage.force 0
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.velocity.x 1.0
	attack.reaction.fall.velocity.y 4.0
	attack.reaction.fall.velocity.z 0.0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/43.png
	attack.damage.force 0
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 1
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/44.png
	bbox.position.x 165
	bbox.position.y 47
	bbox.size.x 67
	bbox.size.y 135
	attack.damage.force 10
	attack.position.x 229
	attack.position.y 57
	attack.reaction.fall.force 1
	attack.size.x 68
	attack.size.y 125
frame	data/chars/LIONET-BAN/45.png
	attack.damage.force 0
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/45.png
	attack.damage.force 10
	attack.position.x 227
	attack.position.y 49
	attack.reaction.fall.force 1
	attack.size.x 68
	attack.size.y 135
frame	data/chars/LIONET-BAN/45.png
	attack.damage.force 0
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/45.png






	
	

	
anim special





anim SPECIAL2

loop	0
	delay	6
	offset	215 173
energycost  40
sound data/chars/LIONET-BAN/01.wav
dropv 4 1 0
	attack.damage.force 0
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.reaction.fall.velocity.x 1.0
	attack.reaction.fall.velocity.y 4.0
	attack.reaction.fall.velocity.z 0.0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/00000.png
frame	data/chars/LIONET-BAN/0000.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/000.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/00.png
	attack.damage.force 10
	attack.position.x 188
	attack.position.y 20
	attack.reaction.fall.force 0
	attack.size.x 185
	attack.size.y 180
frame	data/chars/LIONET-BAN/59.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/60.png
	attack.damage.force 50
	attack.position.x 134
	attack.position.y 17
	attack.reaction.fall.force 0
	attack.size.x 357
	attack.size.y 201
frame	data/chars/LIONET-BAN/61.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/62.png
	attack.damage.force 50
	attack.position.x 118
	attack.position.y -18
	attack.reaction.fall.force 0
	attack.size.x 759
	attack.size.y 265
frame	data/chars/LIONET-BAN/63.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/64.png
	attack.damage.force 50
	attack.position.x 124
	attack.position.y -32
	attack.reaction.fall.force 0
	attack.size.x 904
	attack.size.y 271
frame	data/chars/LIONET-BAN/65.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/66.png
	attack.damage.force 50
	attack.position.x 116
	attack.position.y -4
	attack.reaction.fall.force 0
	attack.size.x 398
	attack.size.y 232
frame	data/chars/LIONET-BAN/68.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/60.png
	attack.damage.force 50
	attack.position.x 134
	attack.position.y 17
	attack.reaction.fall.force 0
	attack.size.x 357
	attack.size.y 201
frame	data/chars/LIONET-BAN/61.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/62.png
	attack.damage.force 50
	attack.position.x 118
	attack.position.y -18
	attack.reaction.fall.force 0
	attack.size.x 759
	attack.size.y 265
frame	data/chars/LIONET-BAN/63.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/64.png
	attack.damage.force 50
	attack.position.x 124
	attack.position.y -32
	attack.reaction.fall.force 0
	attack.size.x 904
	attack.size.y 271
frame	data/chars/LIONET-BAN/65.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/66.png
	attack.damage.force 50
	attack.position.x 116
	attack.position.y -4
	attack.reaction.fall.force 0
	attack.size.x 398
	attack.size.y 232
frame	data/chars/LIONET-BAN/68.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/60.png
	attack.damage.force 50
	attack.position.x 134
	attack.position.y 17
	attack.reaction.fall.force 0
	attack.size.x 357
	attack.size.y 201
frame	data/chars/LIONET-BAN/61.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/62.png
	attack.damage.force 50
	attack.position.x 118
	attack.position.y -18
	attack.reaction.fall.force 0
	attack.size.x 759
	attack.size.y 265
frame	data/chars/LIONET-BAN/63.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/64.png
	attack.damage.force 50
	attack.position.x 124
	attack.position.y -32
	attack.reaction.fall.force 0
	attack.size.x 904
	attack.size.y 271
frame	data/chars/LIONET-BAN/65.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/66.png
	attack.damage.force 50
	attack.position.x 116
	attack.position.y -4
	attack.reaction.fall.force 0
	attack.size.x 398
	attack.size.y 232
frame	data/chars/LIONET-BAN/68.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/60.png
	attack.damage.force 50
	attack.position.x 134
	attack.position.y 17
	attack.reaction.fall.force 0
	attack.size.x 357
	attack.size.y 201
frame	data/chars/LIONET-BAN/61.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/62.png
	attack.damage.force 50
	attack.position.x 118
	attack.position.y -18
	attack.reaction.fall.force 0
	attack.size.x 759
	attack.size.y 265
frame	data/chars/LIONET-BAN/63.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/64.png
	attack.damage.force 50
	attack.position.x 124
	attack.position.y -32
	attack.reaction.fall.force 0
	attack.size.x 904
	attack.size.y 271
frame	data/chars/LIONET-BAN/65.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/66.png
	attack.damage.force 50
	attack.position.x 116
	attack.position.y -4
	attack.reaction.fall.force 0
	attack.size.x 398
	attack.size.y 232
frame	data/chars/LIONET-BAN/68.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/60.png
	attack.damage.force 50
	attack.position.x 134
	attack.position.y 17
	attack.reaction.fall.force 0
	attack.size.x 357
	attack.size.y 201
frame	data/chars/LIONET-BAN/61.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/62.png
	attack.damage.force 50
	attack.position.x 118
	attack.position.y -18
	attack.reaction.fall.force 0
	attack.size.x 759
	attack.size.y 265
frame	data/chars/LIONET-BAN/63.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/64.png
	attack.damage.force 50
	attack.position.x 124
	attack.position.y -32
	attack.reaction.fall.force 0
	attack.size.x 904
	attack.size.y 271
frame	data/chars/LIONET-BAN/65.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/66.png
	attack.damage.force 50
	attack.position.x 116
	attack.position.y -4
	attack.reaction.fall.force 0
	attack.size.x 398
	attack.size.y 232
frame	data/chars/LIONET-BAN/68.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/60.png
	attack.damage.force 50
	attack.position.x 134
	attack.position.y 17
	attack.reaction.fall.force 0
	attack.size.x 357
	attack.size.y 201
frame	data/chars/LIONET-BAN/61.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/62.png
	attack.damage.force 50
	attack.position.x 118
	attack.position.y -18
	attack.reaction.fall.force 0
	attack.size.x 759
	attack.size.y 265
frame	data/chars/LIONET-BAN/63.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/64.png
	attack.damage.force 50
	attack.position.x 124
	attack.position.y -32
	attack.reaction.fall.force 0
	attack.size.x 904
	attack.size.y 271
frame	data/chars/LIONET-BAN/65.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/66.png
	attack.damage.force 50
	attack.position.x 116
	attack.position.y -4
	attack.reaction.fall.force 0
	attack.size.x 398
	attack.size.y 232
frame	data/chars/LIONET-BAN/68.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/60.png
	attack.damage.force 50
	attack.position.x 134
	attack.position.y 17
	attack.reaction.fall.force 0
	attack.size.x 357
	attack.size.y 201
frame	data/chars/LIONET-BAN/61.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/62.png
	attack.damage.force 50
	attack.position.x 118
	attack.position.y -18
	attack.reaction.fall.force 0
	attack.size.x 759
	attack.size.y 265
frame	data/chars/LIONET-BAN/63.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/64.png
	attack.damage.force 50
	attack.position.x 124
	attack.position.y -32
	attack.reaction.fall.force 0
	attack.size.x 904
	attack.size.y 271
frame	data/chars/LIONET-BAN/65.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/66.png
	attack.damage.force 50
	attack.position.x 116
	attack.position.y -4
	attack.reaction.fall.force 0
	attack.size.x 398
	attack.size.y 232
frame	data/chars/LIONET-BAN/68.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/60.png
	attack.damage.force 50
	attack.position.x 134
	attack.position.y 17
	attack.reaction.fall.force 0
	attack.size.x 357
	attack.size.y 201
frame	data/chars/LIONET-BAN/61.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/62.png
	attack.damage.force 50
	attack.position.x 118
	attack.position.y -18
	attack.reaction.fall.force 0
	attack.size.x 759
	attack.size.y 265
frame	data/chars/LIONET-BAN/63.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/64.png
	attack.damage.force 50
	attack.position.x 124
	attack.position.y -32
	attack.reaction.fall.force 0
	attack.size.x 904
	attack.size.y 271
frame	data/chars/LIONET-BAN/65.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/66.png
	attack.damage.force 50
	attack.position.x 116
	attack.position.y -4
	attack.reaction.fall.force 0
	attack.size.x 398
	attack.size.y 232
frame	data/chars/LIONET-BAN/68.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/60.png
	attack.damage.force 50
	attack.position.x 134
	attack.position.y 17
	attack.reaction.fall.force 0
	attack.size.x 357
	attack.size.y 201
frame	data/chars/LIONET-BAN/61.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/62.png
	attack.damage.force 50
	attack.position.x 118
	attack.position.y -18
	attack.reaction.fall.force 0
	attack.size.x 759
	attack.size.y 265
frame	data/chars/LIONET-BAN/63.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/64.png
	attack.damage.force 50
	attack.position.x 124
	attack.position.y -32
	attack.reaction.fall.force 0
	attack.size.x 904
	attack.size.y 271
frame	data/chars/LIONET-BAN/65.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/66.png
	attack.damage.force 50
	attack.position.x 116
	attack.position.y -4
	attack.reaction.fall.force 0
	attack.size.x 398
	attack.size.y 232
frame	data/chars/LIONET-BAN/68.png
frame	data/chars/LIONET-BAN/00.png
frame	data/chars/LIONET-BAN/000.png
frame	data/chars/LIONET-BAN/0000.png
frame	data/chars/LIONET-BAN/00000.png
	
	
	



   

anim freespecial
loop	0
	delay	6
	offset	215 173
energycost  40
sound data/chars/LIONET-BAN/02.wav
dropv 4 1 0
	attack.damage.force 0
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.reaction.fall.velocity.x 1.0
	attack.reaction.fall.velocity.y 4.0
	attack.reaction.fall.velocity.z 0.0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/00000.png
frame	data/chars/LIONET-BAN/0000.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/000.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/00.png
	attack.damage.force 10
	attack.position.x 188
	attack.position.y 20
	attack.reaction.fall.force 0
	attack.size.x 185
	attack.size.y 180
frame	data/chars/LIONET-BAN/50.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/51.png
	attack.damage.force 50
	attack.position.x 134
	attack.position.y 17
	attack.reaction.fall.force 0
	attack.size.x 357
	attack.size.y 201
frame	data/chars/LIONET-BAN/52.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/53.png
	attack.damage.force 50
	attack.position.x 118
	attack.position.y -18
	attack.reaction.fall.force 0
	attack.size.x 759
	attack.size.y 265
frame	data/chars/LIONET-BAN/54.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/55.png
	attack.damage.force 50
	attack.position.x 124
	attack.position.y -32
	attack.reaction.fall.force 0
	attack.size.x 904
	attack.size.y 271
frame	data/chars/LIONET-BAN/56.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/57.png
	attack.damage.force 50
	attack.position.x 116
	attack.position.y -4
	attack.reaction.fall.force 0
	attack.size.x 398
	attack.size.y 232
frame	data/chars/LIONET-BAN/58.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/51.png
	attack.damage.force 50
	attack.position.x 134
	attack.position.y 17
	attack.reaction.fall.force 0
	attack.size.x 357
	attack.size.y 201
frame	data/chars/LIONET-BAN/52.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/53.png
	attack.damage.force 50
	attack.position.x 118
	attack.position.y -18
	attack.reaction.fall.force 0
	attack.size.x 759
	attack.size.y 265
frame	data/chars/LIONET-BAN/54.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/55.png
	attack.damage.force 50
	attack.position.x 124
	attack.position.y -32
	attack.reaction.fall.force 0
	attack.size.x 904
	attack.size.y 271
frame	data/chars/LIONET-BAN/56.png
	attack.damage.force 10
	attack.position.x 0
	attack.position.y 0
	attack.reaction.fall.force 0
	attack.size.x 0
	attack.size.y 0
frame	data/chars/LIONET-BAN/57.png
	attack.damage.force 50
	attack.position.x 116
	attack.position.y -4
